"","user_hash","user_id","survey_id","survey_name","survey_field_id","date","tasks","Team"
"32","1991d1507badfbbf6ad90b6d5fc3bcbf115ecf4827400d5d62b2f25ff2b2f18b",25,22,"Weekly 3: Open17ClimateGender","Which task(s) did you perform last week?","2021-11-26 23:38:17 UTC","Planning tasks","T7: UpGet app - CitiCERN Project"
"33","1991d1507badfbbf6ad90b6d5fc3bcbf115ecf4827400d5d62b2f25ff2b2f18b",25,22,"Weekly 3: Open17ClimateGender","Which task(s) did you perform last week?","2021-11-26 23:38:17 UTC","Reading papers / documents","T7: UpGet app - CitiCERN Project"
"34","1991d1507badfbbf6ad90b6d5fc3bcbf115ecf4827400d5d62b2f25ff2b2f18b",25,22,"Weekly 3: Open17ClimateGender","Which task(s) did you perform last week?","2021-11-26 23:38:17 UTC","Writing  / preparing a pitch","T7: UpGet app - CitiCERN Project"
"35","1991d1507badfbbf6ad90b6d5fc3bcbf115ecf4827400d5d62b2f25ff2b2f18b",25,22,"Weekly 3: Open17ClimateGender","Which task(s) did you perform last week?","2021-11-26 23:38:17 UTC","Project administration","T7: UpGet app - CitiCERN Project"
"36","1991d1507badfbbf6ad90b6d5fc3bcbf115ecf4827400d5d62b2f25ff2b2f18b",25,22,"Weekly 3: Open17ClimateGender","Which task(s) did you perform last week?","2021-11-26 23:38:17 UTC","Meeting with people affected by the problem you are trying to solve","T7: UpGet app - CitiCERN Project"
"37","1991d1507badfbbf6ad90b6d5fc3bcbf115ecf4827400d5d62b2f25ff2b2f18b",25,23,"Weekly 4: Open17ClimateGender","Which task(s) did you perform last week?","2021-11-26 23:40:01 UTC","Brainstorming / ideation","T7: UpGet app - CitiCERN Project"
"38","1991d1507badfbbf6ad90b6d5fc3bcbf115ecf4827400d5d62b2f25ff2b2f18b",25,23,"Weekly 4: Open17ClimateGender","Which task(s) did you perform last week?","2021-11-26 23:40:01 UTC","Planning tasks","T7: UpGet app - CitiCERN Project"
"39","1991d1507badfbbf6ad90b6d5fc3bcbf115ecf4827400d5d62b2f25ff2b2f18b",25,23,"Weekly 4: Open17ClimateGender","Which task(s) did you perform last week?","2021-11-26 23:40:01 UTC","Preparing graphics / videos","T7: UpGet app - CitiCERN Project"
"40","1991d1507badfbbf6ad90b6d5fc3bcbf115ecf4827400d5d62b2f25ff2b2f18b",25,23,"Weekly 4: Open17ClimateGender","Which task(s) did you perform last week?","2021-11-26 23:40:01 UTC","Writing  / preparing a pitch","T7: UpGet app - CitiCERN Project"
"41","1991d1507badfbbf6ad90b6d5fc3bcbf115ecf4827400d5d62b2f25ff2b2f18b",25,23,"Weekly 4: Open17ClimateGender","Which task(s) did you perform last week?","2021-11-26 23:40:01 UTC","Project administration","T7: UpGet app - CitiCERN Project"
"42","1991d1507badfbbf6ad90b6d5fc3bcbf115ecf4827400d5d62b2f25ff2b2f18b",25,23,"Weekly 4: Open17ClimateGender","Which task(s) did you perform last week?","2021-11-26 23:40:01 UTC","Meeting with people affected by the problem you are trying to solve","T7: UpGet app - CitiCERN Project"
"43","21a2ec3a9f00e5cf1b4b8d2f92bd18a7d843b29a0d388a18ef510b38ec97d122",22,18,"Weekly 1: Open17ClimateGender","Which task(s) did you perform last week?","2021-11-05 02:14:53 UTC","Brainstorming / ideation","T3: TEAM FOILED"
"44","21a2ec3a9f00e5cf1b4b8d2f92bd18a7d843b29a0d388a18ef510b38ec97d122",22,18,"Weekly 1: Open17ClimateGender","Which task(s) did you perform last week?","2021-11-05 02:14:53 UTC","Planning tasks","T3: TEAM FOILED"
"45","21a2ec3a9f00e5cf1b4b8d2f92bd18a7d843b29a0d388a18ef510b38ec97d122",22,18,"Weekly 1: Open17ClimateGender","Which task(s) did you perform last week?","2021-11-05 02:14:53 UTC","Developing protocols / methods","T3: TEAM FOILED"
"46","21a2ec3a9f00e5cf1b4b8d2f92bd18a7d843b29a0d388a18ef510b38ec97d122",22,18,"Weekly 1: Open17ClimateGender","Which task(s) did you perform last week?","2021-11-05 02:14:53 UTC","Collaborating with other teams","T3: TEAM FOILED"
"47","21a2ec3a9f00e5cf1b4b8d2f92bd18a7d843b29a0d388a18ef510b38ec97d122",22,18,"Weekly 1: Open17ClimateGender","Which task(s) did you perform last week?","2021-11-05 02:14:53 UTC","Interpreting results","T3: TEAM FOILED"
"48","21a2ec3a9f00e5cf1b4b8d2f92bd18a7d843b29a0d388a18ef510b38ec97d122",22,18,"Weekly 1: Open17ClimateGender","Which task(s) did you perform last week?","2021-11-05 02:14:53 UTC","Preparing graphics / videos","T3: TEAM FOILED"
"49","21a2ec3a9f00e5cf1b4b8d2f92bd18a7d843b29a0d388a18ef510b38ec97d122",22,18,"Weekly 1: Open17ClimateGender","Which task(s) did you perform last week?","2021-11-05 02:14:53 UTC","Documentation of your project","T3: TEAM FOILED"
"50","21a2ec3a9f00e5cf1b4b8d2f92bd18a7d843b29a0d388a18ef510b38ec97d122",22,18,"Weekly 1: Open17ClimateGender","Which task(s) did you perform last week?","2021-11-05 02:14:53 UTC","Meeting with people affected by the problem you are trying to solve","T3: TEAM FOILED"
"51","21a2ec3a9f00e5cf1b4b8d2f92bd18a7d843b29a0d388a18ef510b38ec97d122",22,18,"Weekly 1: Open17ClimateGender","Which task(s) did you perform last week?","2021-11-05 02:14:53 UTC","Meeting with coach (organization team)","T3: TEAM FOILED"
"52","21a2ec3a9f00e5cf1b4b8d2f92bd18a7d843b29a0d388a18ef510b38ec97d122",22,18,"Weekly 1: Open17ClimateGender","Which task(s) did you perform last week?","2021-11-05 02:14:53 UTC","Team Building activities","T3: TEAM FOILED"
"53","21a2ec3a9f00e5cf1b4b8d2f92bd18a7d843b29a0d388a18ef510b38ec97d122",22,18,"Weekly 1: Open17ClimateGender","Which task(s) did you perform last week?","2021-11-05 02:14:53 UTC","Use of SDG in progress","T3: TEAM FOILED"
"54","21a2ec3a9f00e5cf1b4b8d2f92bd18a7d843b29a0d388a18ef510b38ec97d122",22,19,"Weekly 2: Open17ClimateGender","Which task(s) did you perform last week?","2021-11-17 14:01:09 UTC","Brainstorming / ideation","T3: TEAM FOILED"
"55","21a2ec3a9f00e5cf1b4b8d2f92bd18a7d843b29a0d388a18ef510b38ec97d122",22,19,"Weekly 2: Open17ClimateGender","Which task(s) did you perform last week?","2021-11-17 14:01:09 UTC","Planning tasks","T3: TEAM FOILED"
"56","21a2ec3a9f00e5cf1b4b8d2f92bd18a7d843b29a0d388a18ef510b38ec97d122",22,19,"Weekly 2: Open17ClimateGender","Which task(s) did you perform last week?","2021-11-17 14:01:09 UTC","Reading papers / documents","T3: TEAM FOILED"
"57","21a2ec3a9f00e5cf1b4b8d2f92bd18a7d843b29a0d388a18ef510b38ec97d122",22,19,"Weekly 2: Open17ClimateGender","Which task(s) did you perform last week?","2021-11-17 14:01:09 UTC","Attending meetups with other teams","T3: TEAM FOILED"
"58","21a2ec3a9f00e5cf1b4b8d2f92bd18a7d843b29a0d388a18ef510b38ec97d122",22,19,"Weekly 2: Open17ClimateGender","Which task(s) did you perform last week?","2021-11-17 14:01:09 UTC","Preparing other documents/materials to share outside the team","T3: TEAM FOILED"
"59","21a2ec3a9f00e5cf1b4b8d2f92bd18a7d843b29a0d388a18ef510b38ec97d122",22,19,"Weekly 2: Open17ClimateGender","Which task(s) did you perform last week?","2021-11-17 14:01:09 UTC","Preparing graphics / videos","T3: TEAM FOILED"
"60","21a2ec3a9f00e5cf1b4b8d2f92bd18a7d843b29a0d388a18ef510b38ec97d122",22,19,"Weekly 2: Open17ClimateGender","Which task(s) did you perform last week?","2021-11-17 14:01:09 UTC","Project administration","T3: TEAM FOILED"
"61","21a2ec3a9f00e5cf1b4b8d2f92bd18a7d843b29a0d388a18ef510b38ec97d122",22,22,"Weekly 3: Open17ClimateGender","Which task(s) did you perform last week?","2021-11-17 14:02:16 UTC","Brainstorming / ideation","T3: TEAM FOILED"
"62","21a2ec3a9f00e5cf1b4b8d2f92bd18a7d843b29a0d388a18ef510b38ec97d122",22,22,"Weekly 3: Open17ClimateGender","Which task(s) did you perform last week?","2021-11-17 14:02:16 UTC","Planning tasks","T3: TEAM FOILED"
"63","21a2ec3a9f00e5cf1b4b8d2f92bd18a7d843b29a0d388a18ef510b38ec97d122",22,22,"Weekly 3: Open17ClimateGender","Which task(s) did you perform last week?","2021-11-17 14:02:16 UTC","Developing protocols / methods","T3: TEAM FOILED"
"64","21a2ec3a9f00e5cf1b4b8d2f92bd18a7d843b29a0d388a18ef510b38ec97d122",22,22,"Weekly 3: Open17ClimateGender","Which task(s) did you perform last week?","2021-11-17 14:02:16 UTC","Reading papers / documents","T3: TEAM FOILED"
"65","21a2ec3a9f00e5cf1b4b8d2f92bd18a7d843b29a0d388a18ef510b38ec97d122",22,22,"Weekly 3: Open17ClimateGender","Which task(s) did you perform last week?","2021-11-17 14:02:16 UTC","Attending meetups with other teams","T3: TEAM FOILED"
"66","21a2ec3a9f00e5cf1b4b8d2f92bd18a7d843b29a0d388a18ef510b38ec97d122",22,22,"Weekly 3: Open17ClimateGender","Which task(s) did you perform last week?","2021-11-17 14:02:16 UTC","Collaborating with other teams","T3: TEAM FOILED"
"67","21a2ec3a9f00e5cf1b4b8d2f92bd18a7d843b29a0d388a18ef510b38ec97d122",22,22,"Weekly 3: Open17ClimateGender","Which task(s) did you perform last week?","2021-11-17 14:02:16 UTC","Interpreting results","T3: TEAM FOILED"
"68","21a2ec3a9f00e5cf1b4b8d2f92bd18a7d843b29a0d388a18ef510b38ec97d122",22,22,"Weekly 3: Open17ClimateGender","Which task(s) did you perform last week?","2021-11-17 14:02:16 UTC","Preparing graphics / videos","T3: TEAM FOILED"
"69","21a2ec3a9f00e5cf1b4b8d2f92bd18a7d843b29a0d388a18ef510b38ec97d122",22,22,"Weekly 3: Open17ClimateGender","Which task(s) did you perform last week?","2021-11-17 14:02:16 UTC","Writing  / preparing a pitch","T3: TEAM FOILED"
"70","21a2ec3a9f00e5cf1b4b8d2f92bd18a7d843b29a0d388a18ef510b38ec97d122",22,22,"Weekly 3: Open17ClimateGender","Which task(s) did you perform last week?","2021-11-17 14:02:16 UTC","Meeting with actors of the field of your solution","T3: TEAM FOILED"
"71","21a2ec3a9f00e5cf1b4b8d2f92bd18a7d843b29a0d388a18ef510b38ec97d122",22,23,"Weekly 4: Open17ClimateGender","Which task(s) did you perform last week?","2021-11-17 14:03:22 UTC","Brainstorming / ideation","T3: TEAM FOILED"
"72","21a2ec3a9f00e5cf1b4b8d2f92bd18a7d843b29a0d388a18ef510b38ec97d122",22,23,"Weekly 4: Open17ClimateGender","Which task(s) did you perform last week?","2021-11-17 14:03:22 UTC","Developing protocols / methods","T3: TEAM FOILED"
"73","21a2ec3a9f00e5cf1b4b8d2f92bd18a7d843b29a0d388a18ef510b38ec97d122",22,23,"Weekly 4: Open17ClimateGender","Which task(s) did you perform last week?","2021-11-17 14:03:22 UTC","Attending meetups with other teams","T3: TEAM FOILED"
"74","21a2ec3a9f00e5cf1b4b8d2f92bd18a7d843b29a0d388a18ef510b38ec97d122",22,23,"Weekly 4: Open17ClimateGender","Which task(s) did you perform last week?","2021-11-17 14:03:22 UTC","Collaborating with other teams","T3: TEAM FOILED"
"75","21a2ec3a9f00e5cf1b4b8d2f92bd18a7d843b29a0d388a18ef510b38ec97d122",22,23,"Weekly 4: Open17ClimateGender","Which task(s) did you perform last week?","2021-11-17 14:03:22 UTC","Interpreting results","T3: TEAM FOILED"
"76","21a2ec3a9f00e5cf1b4b8d2f92bd18a7d843b29a0d388a18ef510b38ec97d122",22,23,"Weekly 4: Open17ClimateGender","Which task(s) did you perform last week?","2021-11-17 14:03:22 UTC","Preparing other documents/materials to share outside the team","T3: TEAM FOILED"
"77","21a2ec3a9f00e5cf1b4b8d2f92bd18a7d843b29a0d388a18ef510b38ec97d122",22,23,"Weekly 4: Open17ClimateGender","Which task(s) did you perform last week?","2021-11-17 14:03:22 UTC","Preparing graphics / videos","T3: TEAM FOILED"
"78","2dad67f40dd413877a6cea87d6ea9084bad0a6a31ec0fe9de49a44e8beaa9ce5",19,18,"Weekly 1: Open17ClimateGender","Which task(s) did you perform last week?","2021-11-02 11:58:56 UTC","Brainstorming / ideation","T11: Rights of Climate"
"79","2dad67f40dd413877a6cea87d6ea9084bad0a6a31ec0fe9de49a44e8beaa9ce5",19,18,"Weekly 1: Open17ClimateGender","Which task(s) did you perform last week?","2021-11-02 11:58:56 UTC","Reading papers / documents","T11: Rights of Climate"
"80","2dad67f40dd413877a6cea87d6ea9084bad0a6a31ec0fe9de49a44e8beaa9ce5",19,18,"Weekly 1: Open17ClimateGender","Which task(s) did you perform last week?","2021-11-02 11:58:56 UTC","Preparing other documents/materials to share outside the team","T11: Rights of Climate"
"81","2dad67f40dd413877a6cea87d6ea9084bad0a6a31ec0fe9de49a44e8beaa9ce5",19,18,"Weekly 1: Open17ClimateGender","Which task(s) did you perform last week?","2021-11-02 11:58:56 UTC","Preparing graphics / videos","T11: Rights of Climate"
"82","2dad67f40dd413877a6cea87d6ea9084bad0a6a31ec0fe9de49a44e8beaa9ce5",19,18,"Weekly 1: Open17ClimateGender","Which task(s) did you perform last week?","2021-11-02 11:58:56 UTC","Writing  / preparing a pitch","T11: Rights of Climate"
"83","2dad67f40dd413877a6cea87d6ea9084bad0a6a31ec0fe9de49a44e8beaa9ce5",19,18,"Weekly 1: Open17ClimateGender","Which task(s) did you perform last week?","2021-11-02 11:58:56 UTC","Documentation of your project","T11: Rights of Climate"
"84","2dad67f40dd413877a6cea87d6ea9084bad0a6a31ec0fe9de49a44e8beaa9ce5",19,18,"Weekly 1: Open17ClimateGender","Which task(s) did you perform last week?","2021-11-02 11:58:56 UTC","Meeting with people affected by the problem you are trying to solve","T11: Rights of Climate"
"85","2dad67f40dd413877a6cea87d6ea9084bad0a6a31ec0fe9de49a44e8beaa9ce5",19,18,"Weekly 1: Open17ClimateGender","Which task(s) did you perform last week?","2021-11-02 11:58:56 UTC","Meeting with actor of the field of your solution","T11: Rights of Climate"
"86","2dad67f40dd413877a6cea87d6ea9084bad0a6a31ec0fe9de49a44e8beaa9ce5",19,18,"Weekly 1: Open17ClimateGender","Which task(s) did you perform last week?","2021-11-02 11:58:56 UTC","Team Building activities","T11: Rights of Climate"
"87","2dad67f40dd413877a6cea87d6ea9084bad0a6a31ec0fe9de49a44e8beaa9ce5",19,18,"Weekly 1: Open17ClimateGender","Which task(s) did you perform last week?","2021-11-02 11:58:56 UTC","Use of SDG in progress","T11: Rights of Climate"
"88","2dad67f40dd413877a6cea87d6ea9084bad0a6a31ec0fe9de49a44e8beaa9ce5",19,19,"Weekly 2: Open17ClimateGender","Which task(s) did you perform last week?","2021-11-04 10:01:04 UTC","Planning tasks","T11: Rights of Climate"
"89","2dad67f40dd413877a6cea87d6ea9084bad0a6a31ec0fe9de49a44e8beaa9ce5",19,19,"Weekly 2: Open17ClimateGender","Which task(s) did you perform last week?","2021-11-04 10:01:04 UTC","Developing protocols / methods","T11: Rights of Climate"
"90","2dad67f40dd413877a6cea87d6ea9084bad0a6a31ec0fe9de49a44e8beaa9ce5",19,19,"Weekly 2: Open17ClimateGender","Which task(s) did you perform last week?","2021-11-04 10:01:04 UTC","Reading papers / documents","T11: Rights of Climate"
"91","2dad67f40dd413877a6cea87d6ea9084bad0a6a31ec0fe9de49a44e8beaa9ce5",19,19,"Weekly 2: Open17ClimateGender","Which task(s) did you perform last week?","2021-11-04 10:01:04 UTC","Preparing other documents/materials to share outside the team","T11: Rights of Climate"
"92","2dad67f40dd413877a6cea87d6ea9084bad0a6a31ec0fe9de49a44e8beaa9ce5",19,19,"Weekly 2: Open17ClimateGender","Which task(s) did you perform last week?","2021-11-04 10:01:04 UTC","Writing  / preparing a pitch","T11: Rights of Climate"
"93","2dad67f40dd413877a6cea87d6ea9084bad0a6a31ec0fe9de49a44e8beaa9ce5",19,19,"Weekly 2: Open17ClimateGender","Which task(s) did you perform last week?","2021-11-04 10:01:04 UTC","Meeting with actors of the field of your solution","T11: Rights of Climate"
"94","2dad67f40dd413877a6cea87d6ea9084bad0a6a31ec0fe9de49a44e8beaa9ce5",19,19,"Weekly 2: Open17ClimateGender","Which task(s) did you perform last week?","2021-11-04 10:01:04 UTC","Documentation of your project","T11: Rights of Climate"
"95","2dad67f40dd413877a6cea87d6ea9084bad0a6a31ec0fe9de49a44e8beaa9ce5",19,19,"Weekly 2: Open17ClimateGender","Which task(s) did you perform last week?","2021-11-04 10:01:04 UTC","Use of SDG in progress","T11: Rights of Climate"
"96","2dad67f40dd413877a6cea87d6ea9084bad0a6a31ec0fe9de49a44e8beaa9ce5",19,22,"Weekly 3: Open17ClimateGender","Which task(s) did you perform last week?","2021-11-12 06:44:42 UTC","Brainstorming / ideation","T11: Rights of Climate"
"97","2dad67f40dd413877a6cea87d6ea9084bad0a6a31ec0fe9de49a44e8beaa9ce5",19,22,"Weekly 3: Open17ClimateGender","Which task(s) did you perform last week?","2021-11-12 06:44:42 UTC","Planning tasks","T11: Rights of Climate"
"98","2dad67f40dd413877a6cea87d6ea9084bad0a6a31ec0fe9de49a44e8beaa9ce5",19,22,"Weekly 3: Open17ClimateGender","Which task(s) did you perform last week?","2021-11-12 06:44:42 UTC","Developing protocols / methods","T11: Rights of Climate"
"99","2dad67f40dd413877a6cea87d6ea9084bad0a6a31ec0fe9de49a44e8beaa9ce5",19,22,"Weekly 3: Open17ClimateGender","Which task(s) did you perform last week?","2021-11-12 06:44:42 UTC","Reading papers / documents","T11: Rights of Climate"
"100","2dad67f40dd413877a6cea87d6ea9084bad0a6a31ec0fe9de49a44e8beaa9ce5",19,22,"Weekly 3: Open17ClimateGender","Which task(s) did you perform last week?","2021-11-12 06:44:42 UTC","Preparing other documents/materials to share outside the team","T11: Rights of Climate"
"101","2dad67f40dd413877a6cea87d6ea9084bad0a6a31ec0fe9de49a44e8beaa9ce5",19,22,"Weekly 3: Open17ClimateGender","Which task(s) did you perform last week?","2021-11-12 06:44:42 UTC","Writing  / preparing a pitch","T11: Rights of Climate"
"102","2dad67f40dd413877a6cea87d6ea9084bad0a6a31ec0fe9de49a44e8beaa9ce5",19,22,"Weekly 3: Open17ClimateGender","Which task(s) did you perform last week?","2021-11-12 06:44:42 UTC","Meeting with people affected by the problem you are trying to solve","T11: Rights of Climate"
"103","2dad67f40dd413877a6cea87d6ea9084bad0a6a31ec0fe9de49a44e8beaa9ce5",19,22,"Weekly 3: Open17ClimateGender","Which task(s) did you perform last week?","2021-11-12 06:44:42 UTC","Meeting with actors of the field of your solution","T11: Rights of Climate"
"104","2dad67f40dd413877a6cea87d6ea9084bad0a6a31ec0fe9de49a44e8beaa9ce5",19,22,"Weekly 3: Open17ClimateGender","Which task(s) did you perform last week?","2021-11-12 06:44:42 UTC","Team Building activities","T11: Rights of Climate"
"105","2dad67f40dd413877a6cea87d6ea9084bad0a6a31ec0fe9de49a44e8beaa9ce5",19,22,"Weekly 3: Open17ClimateGender","Which task(s) did you perform last week?","2021-11-12 06:44:42 UTC","Use of SDG in progress","T11: Rights of Climate"
"106","2dad67f40dd413877a6cea87d6ea9084bad0a6a31ec0fe9de49a44e8beaa9ce5",19,23,"Weekly 4: Open17ClimateGender","Which task(s) did you perform last week?","2021-11-17 14:05:06 UTC","Brainstorming / ideation","T11: Rights of Climate"
"107","2dad67f40dd413877a6cea87d6ea9084bad0a6a31ec0fe9de49a44e8beaa9ce5",19,23,"Weekly 4: Open17ClimateGender","Which task(s) did you perform last week?","2021-11-17 14:05:06 UTC","Planning tasks","T11: Rights of Climate"
"108","2dad67f40dd413877a6cea87d6ea9084bad0a6a31ec0fe9de49a44e8beaa9ce5",19,23,"Weekly 4: Open17ClimateGender","Which task(s) did you perform last week?","2021-11-17 14:05:06 UTC","Developing protocols / methods","T11: Rights of Climate"
"109","2dad67f40dd413877a6cea87d6ea9084bad0a6a31ec0fe9de49a44e8beaa9ce5",19,23,"Weekly 4: Open17ClimateGender","Which task(s) did you perform last week?","2021-11-17 14:05:06 UTC","Reading papers / documents","T11: Rights of Climate"
